c Rsat version 3.01
c Random seed = 91648253
c +----+-----------------+------------------+----------------------------------+---------------------------+---------+---------------------+
c | Re | Conflicts       | Original         | Learned                          | Decisions                 |  Time   | KB                  |
c | 1873 | 4447801 4447801 |   33221    69612 | 2155021  415707 16019291    38.5 |    3003    4843.55  0.682 |   0.620 |    0    0    0    0 |(+ 0,- 0)
c | 1874 | 4448313 4448313 |   33221    69612 | 2155021  416219 16035707    38.5 |     902    7516.67  0.568 |   0.120 |    0    0    0    0 |(+ 0,- 0)
c | 1875 | 4448825 4448826 |   33221    69612 | 2155021  416732 16052743    38.5 |     741    6175.00  0.692 |   0.120 |    0    0    0    0 |(+ 0,- 0)
c | 1876 | 4449850 4449853 |   33221    69612 | 2155021  417759 16090913    38.5 |    1642    5473.33  0.625 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 1877 | 4450365 4450369 |   33221    69612 | 2155021  418275 16110570    38.5 |     921    6578.57  0.560 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 1878 | 4450881 4450881 |   33221    69612 | 2155021  418787 16125170    38.5 |     744    4650.00  0.688 |   0.160 |    0    0    0    0 |(+ 0,- 0)
c | 1879 | 4451905 4451905 |   33221    69612 | 2155021  419811 16162632    38.5 |    1389    6313.64  0.737 |   0.220 |    0    0    0    0 |(+ 0,- 0)
c | 1880 | 4453953 4453954 |   33221    69612 | 2155021  421860 16242009    38.5 |    3288    3573.91  0.623 |   0.920 |    0    0    0    0 |(+ 0,- 0)
c | 1881 | 4458050 4458050 |   33221    69612 | 2155021  425956 16406526    38.5 |    5608    3641.56  0.730 |   1.540 |    0    0    0    0 |(+ 0,- 0)
c | 1882 | 4466242 4466242 |   33221    69612 | 2155021  434148 16703973    38.5 |   10751    2921.47  0.762 |   3.680 |    0    0    0    0 |(+ 0,- 0)
c | 1883 | 4466754 4466757 |   33221    69612 | 2155021  434663 16720293    38.5 |     645    3225.00  0.798 |   0.200 |    0    0    0    0 |(+ 0,- 0)
c | 1884 | 4467269 4467270 |   33221    69612 | 2155021  435176 16736869    38.5 |     710    1775.00  0.723 |   0.400 |    0    0    0    0 |(+ 0,- 0)
c | 1885 | 4468294 4468294 |   33221    69612 | 2155021  436200 16784655    38.5 |    1345    2490.74  0.761 |   0.540 |    0    0    0    0 |(+ 0,- 0)
c | 1886 | 4468806 4468807 |   33221    69612 | 2155021  436713 16803326    38.5 |     708    1685.71  0.725 |   0.420 |    0    0    0    0 |(+ 0,- 0)
c | 1887 | 4469319 4469319 |   33221    69612 | 2155021  437225 16819503    38.5 |     710    1613.64  0.721 |   0.440 |    0    0    0    0 |(+ 0,- 0)
c | 1888 | 4470343 4470345 |   33221    69612 | 2155021  438251 16851612    38.5 |    1289    2014.06  0.796 |   0.640 |    0    0    0    0 |(+ 0,- 0)
c | 1889 | 4472393 4472393 |   33221    69612 | 2155021  440299 16931788    38.5 |    2719    2304.24  0.753 |   1.180 |    0    0    0    0 |(+ 0,- 0)
c | 1890 | 4472905 4472905 |   33221    69612 | 2155021  440811 16950068    38.5 |     753    1298.28  0.680 |   0.580 |    0    0    0    0 |(+ 0,- 0)
c | 1891 | 4473417 4473417 |   33221    69612 | 2155021  441323 16968862    38.4 |     668    1113.33  0.766 |   0.600 |    0    0    0    0 |(+ 0,- 0)
c | 1892 | 4474441 4474442 |   33221    69612 | 2155021  442348 17006878    38.4 |    1429    1786.25  0.717 |   0.800 |    0    0    0    0 |(+ 0,- 0)
c | 1893 | 4474954 4474955 |   33221    69612 | 2155021  442861 17025358    38.4 |     707    1860.53  0.726 |   0.380 |    0    0    0    0 |(+ 0,- 0)
c | 1894 | 4475467 4475468 |   33221    69612 | 2155021  443374 17044831    38.4 |     879    1690.38  0.584 |   0.520 |    0    0    0    0 |(+ 0,- 0)
c | 1895 | 4476492 4476492 |   33221    69612 | 2155021  444398 17083726    38.4 |    1439    3426.19  0.712 |   0.420 |    0    0    0    0 |(+ 0,- 0)
c | 1896 | 4478540 4478542 |   33221    69612 | 2155021  446448 17167310    38.5 |    3068    2739.29  0.668 |   1.120 |    0    0    0    0 |(+ 0,- 0)
c | 1897 | 4482638 4482638 |   33221    69612 | 2155021  450544 17330268    38.5 |    5637    2408.97  0.727 |   2.340 |    0    0    0    0 |(+ 0,- 0)
c | 1898 | 4483150 4483150 |   33221    69612 | 2155021  451056 17347683    38.5 |     692    2306.67  0.740 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 1899 | 4483662 4483663 |   33221    69612 | 2155021  451569 17367467    38.5 |     765    2013.16  0.671 |   0.380 |    0    0    0    0 |(+ 0,- 0)
c | 1900 | 4484687 4484687 |   33221    69612 | 2155021  452593 17403710    38.5 |    1424    2738.46  0.719 |   0.520 |    0    0    0    0 |(+ 0,- 0)
c | 1901 | 4485199 4485199 |   33221    69612 | 2155021  453105 17420642    38.4 |     742    2473.33  0.690 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 1902 | 4485711 4485712 |   33221    69612 | 2155021  453618 17438895    38.4 |     699    2688.46  0.734 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 1903 | 4486736 4486736 |   33221    69612 | 2155021  454642 17473084    38.4 |    1425    1979.17  0.719 |   0.720 |    0    0    0    0 |(+ 0,- 0)
c | 1904 | 4488784 4488784 |   33221    69612 | 2155021  456690 17548955    38.4 |    2639    2399.09  0.776 |   1.100 |    0    0    0    0 |(+ 0,- 0)
c | 1905 | 4489296 4489296 |   33221    69612 | 2155021  457202 17569055    38.4 |     754    2900.00  0.679 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 1906 | 4489808 4489809 |   33221    69612 | 2155021  457715 17587465    38.4 |     760    1266.67  0.675 |   0.600 |    0    0    0    0 |(+ 0,- 0)
c | 1907 | 4490833 4490834 |   33221    69612 | 2155021  458740 17624827    38.4 |    1255    1651.32  0.817 |   0.760 |    0    0    0    0 |(+ 0,- 0)
c | 1908 | 4491346 4491347 |   33221    69612 | 2155021  459253 17640700    38.4 |     624    1950.00  0.822 |   0.320 |    0    0    0    0 |(+ 0,- 0)
c | 1909 | 4491859 4491860 |   33221    69612 | 2155021  459766 17661217    38.4 |     753    4183.33  0.681 |   0.180 |    0    0    0    0 |(+ 0,- 0)
c | 1910 | 4492884 4492885 |   33221    69612 | 2155021  460791 17701509    38.4 |    1361    3402.50  0.753 |   0.400 |    0    0    0    0 |(+ 0,- 0)
c | 1911 | 4494933 4494936 |   33221    69612 | 2155021  462842 17769385    38.4 |    3075    2650.86  0.667 |   1.160 |    0    0    0    0 |(+ 0,- 0)
c | 1912 | 4499032 4499033 |   33221    69612 | 2155021  466939 17944480    38.4 |    6321    2633.75  0.648 |   2.400 |    0    0    0    0 |(+ 0,- 0)
c | 1913 | 4507225 4507225 |   33221    69612 | 2155021  475131 18273474    38.5 |   11757    3628.70  0.697 |   3.240 |    0    0    0    0 |(+ 0,- 0)
c | 1914 | 4523609 4523610 |   33221    69612 | 2155021  491516 18949901    38.6 |   23209    2090.90  0.706 |  11.100 |    0    0    0    0 |(+ 0,- 0)
c | 1915 | 4556378 4556379 |   33221    69612 | 2155021  524285 20210935    38.5 |   43840    1985.51  0.747 |  22.080 |    0    0    0    0 |(+ 0,- 0)
c | 1916 | 4556891 4556893 |   33221    69612 | 2155021  524799 20230234    38.5 |     638    1772.22  0.806 |   0.360 |    0    0    0    0 |(+ 0,- 0)
c | 1917 | 4557405 4557405 |   33221    69612 | 2155021  525311 20251074    38.6 |     878    1908.70  0.583 |   0.460 |    0    0    0    0 |(+ 0,- 0)
c | 1918 | 4558429 4558430 |   33221    69612 | 2155021  526336 20282331    38.5 |    1812    1969.57  0.566 |   0.920 |    0    0    0    0 |(+ 0,- 0)
c | 1919 | 4558942 4558944 |   33221    69612 | 2155021  526850 20306306    38.5 |     964    6885.71  0.533 |   0.140 |    0    0    0    0 |(+ 0,- 0)
c | 1920 | 4559456 4559456 |   33221    69612 | 2155021  527362 20320230    38.5 |     766    1665.22  0.668 |   0.460 |    0    0    0    0 |(+ 0,- 0)
c | 1921 | 4560480 4560482 |   33221    69612 | 2155021  528388 20362072    38.5 |    1447    1447.00  0.709 |   1.000 |    0    0    0    0 |(+ 0,- 0)
c | 1922 | 4562530 4562532 |   33221    69612 | 2155021  530438 20447522    38.5 |    3223    2014.38  0.636 |   1.600 |    0    0    0    0 |(+ 0,- 0)
c | 1923 | 4563044 4563046 |   33221    69612 | 2155021  530952 20472314    38.6 |     767    1917.50  0.670 |   0.400 |    0    0    0    0 |(+ 0,- 0)
c | 1924 | 4563558 4563560 |   33221    69612 | 2155021  531466 20498681    38.6 |     771    2267.65  0.667 |   0.340 |    0    0    0    0 |(+ 0,- 0)
c | 1925 | 4564584 4564586 |   33221    69612 | 2155021  532492 20536429    38.6 |    1420    1448.98  0.723 |   0.980 |    0    0    0    0 |(+ 0,- 0)
c | 1926 | 4565098 4565098 |   33221    69612 | 2155021  533004 20557983    38.6 |     751    2682.14  0.682 |   0.280 |    0    0    0    0 |(+ 0,- 0)
c | 1927 | 4565610 4565611 |   33221    69612 | 2155021  533517 20576556    38.6 |     713    1980.56  0.719 |   0.360 |    0    0    0    0 |(+ 0,- 0)
c | 1928 | 4566635 4566635 |   33221    69612 | 2155021  534541 20616603    38.6 |    1565    1956.25  0.654 |   0.800 |    0    0    0    0 |(+ 0,- 0)
c | 1929 | 4568683 4568687 |   33221    69612 | 2155021  536593 20687781    38.6 |    2772    1669.88  0.740 |   1.660 |    0    0    0    0 |(+ 0,- 0)
c | 1930 | 4572783 4572783 |   33221    69612 | 2155021  540689 20852759    38.6 |    5483    1692.28  0.747 |   3.240 |    0    0    0    0 |(+ 0,- 0)
c | 1931 | 4573295 4573295 |   33221    69612 | 2155021  541201 20876571    38.6 |     806    2238.89  0.635 |   0.360 |    0    0    0    0 |(+ 0,- 0)
c | 1932 | 4573807 4573807 |   33221    69612 | 2155021  541713 20896499    38.6 |     718    1196.67  0.713 |   0.600 |    0    0    0    0 |(+ 0,- 0)
c | 1933 | 4574831 4574832 |   33221    69612 | 2155021  542738 20940017    38.6 |    1338    1133.90  0.766 |   1.180 |    0    0    0    0 |(+ 0,- 0)
c | 1934 | 4575344 4575345 |   33221    69612 | 2155021  543251 20964363    38.6 |     711    1185.00  0.722 |   0.600 |    0    0    0    0 |(+ 0,- 0)
c | 1935 | 4575857 4575859 |   33221    69612 | 2155021  543765 20985591    38.6 |     896    1544.83  0.574 |   0.580 |    0    0    0    0 |(+ 0,- 0)
c | 1936 | 4576883 4576883 |   33221    69612 | 2155021  544789 21018976    38.6 |    1556    1254.84  0.658 |   1.240 |    0    0    0    0 |(+ 0,- 0)
c | 1937 | 4578931 4578931 |   33221    69612 | 2155021  546837 21105262    38.6 |    3258    3541.30  0.629 |   0.920 |    0    0    0    0 |(+ 0,- 0)
c | 1938 | 4579443 4579444 |   33221    69612 | 2155021  547350 21125031    38.6 |     892    3430.77  0.575 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 1939 | 4579956 4579956 |   33221    69612 | 2155021  547862 21146500    38.6 |     804    2364.71  0.637 |   0.340 |    0    0    0    0 |(+ 0,- 0)
c | 1940 | 4580980 4580982 |   33221    69612 | 2155021  548888 21183311    38.6 |    1534    2324.24  0.669 |   0.660 |    0    0    0    0 |(+ 0,- 0)
c | 1941 | 4581494 4581494 |   33221    69612 | 2155021  549400 21198819    38.6 |     781    3254.17  0.656 |   0.240 |    0    0    0    0 |(+ 0,- 0)
c | 1942 | 4582006 4582010 |   33221    69612 | 2155021  549916 21218932    38.6 |     922    4610.00  0.560 |   0.200 |    0    0    0    0 |(+ 0,- 0)
c | 1943 | 4583034 4583034 |   33221    69612 | 2155021  550940 21264311    38.6 |    1862    4047.83  0.550 |   0.460 |    0    0    0    0 |(+ 0,- 0)
c | 1944 | 4585082 4585083 |   33221    69612 | 2155021  552989 21339217    38.6 |    3199    2711.02  0.641 |   1.180 |    0    0    0    0 |(+ 0,- 0)
c | 1945 | 4589179 4589181 |   33221    69612 | 2155021  557087 21509471    38.6 |    6274    2658.47  0.653 |   2.360 |    0    0    0    0 |(+ 0,- 0)
c | 1946 | 4597373 4597373 |   33221    69612 | 2155021  565279 21823075    38.6 |   12527    3728.27  0.654 |   3.360 |    0    0    0    0 |(+ 0,- 0)
c | 1947 | 4597885 4597885 |   33221    69612 | 2155021  565791 21847708    38.6 |    1019    5095.00  0.502 |   0.200 |    0    0    0    0 |(+ 0,- 0)
c | 1948 | 4598397 4598397 |   33221    69612 | 2155021  566303 21868071    38.6 |     939    3130.00  0.545 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 1949 | 4599421 4599422 |   33221    69612 | 2155021  567328 21902764    38.6 |    1456    3033.33  0.704 |   0.480 |    0    0    0    0 |(+ 0,- 0)
c | 1950 | 4599934 4599934 |   33221    69612 | 2155021  567840 21921959    38.6 |     763    2244.12  0.671 |   0.340 |    0    0    0    0 |(+ 0,- 0)
c | 1951 | 4600446 4600448 |   33221    69612 | 2155021  568354 21940467    38.6 |     723    1902.63  0.711 |   0.380 |    0    0    0    0 |(+ 0,- 0)
c | 1952 | 4601472 4601472 |   33221    69612 | 2155021  569378 21975884    38.6 |    1417    1914.86  0.723 |   0.740 |    0    0    0    0 |(+ 0,- 0)
c | 1953 | 4603520 4603520 |   33221    69612 | 2155021  571426 22047564    38.6 |    2677    1939.86  0.765 |   1.380 |    0    0    0    0 |(+ 0,- 0)
c | 1954 | 4604032 4604032 |   33221    69612 | 2155021  571938 22066142    38.6 |     751    2086.11  0.682 |   0.360 |    0    0    0    0 |(+ 0,- 0)
c | 1955 | 4604544 4604545 |   33221    69612 | 2155021  572451 22087810    38.6 |     739    1944.74  0.694 |   0.380 |    0    0    0    0 |(+ 0,- 0)
c | 1956 | 4605569 4605572 |   33221    69612 | 2155021  573478 22138651    38.6 |    1611    2440.91  0.637 |   0.660 |    0    0    0    0 |(+ 0,- 0)
c | 1957 | 4606084 4606089 |   33221    69612 | 2155021  573995 22161327    38.6 |     885    2950.00  0.584 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 1958 | 4606601 4606601 |   33221    69612 | 2155021  574507 22180825    38.6 |     817    2553.12  0.627 |   0.320 |    0    0    0    0 |(+ 0,- 0)
c | 1959 | 4607625 4607626 |   33221    69612 | 2155021  575532 22227099    38.6 |    1666    3203.85  0.615 |   0.520 |    0    0    0    0 |(+ 0,- 0)
c | 1960 | 4609674 4609676 |   33221    69612 | 2155021  577582 22312434    38.6 |    3075    2228.26  0.667 |   1.380 |    0    0    0    0 |(+ 0,- 0)
c | 1961 | 4613772 4613772 |   33221    69612 | 2155021  581678 22470993    38.6 |    6688    2612.50  0.612 |   2.560 |    0    0    0    0 |(+ 0,- 0)
c | 1962 | 4614284 4614284 |   33221    69612 | 2155021  582190 22491166    38.6 |     779    1217.19  0.657 |   0.640 |    0    0    0    0 |(+ 0,- 0)
c | 1963 | 4614796 4614796 |   33221    69612 | 2155021  582702 22512987    38.6 |     771    2965.38  0.664 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 1964 | 4615820 4615820 |   33221    69612 | 2155021  583726 22542364    38.6 |    1488    3100.00  0.688 |   0.480 |    0    0    0    0 |(+ 0,- 0)
c | 1965 | 4616332 4616333 |   33221    69612 | 2155021  584239 22568115    38.6 |     813    2710.00  0.631 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 1966 | 4616845 4616845 |   33221    69612 | 2155021  584751 22584954    38.6 |     733    1745.24  0.698 |   0.420 |    0    0    0    0 |(+ 0,- 0)
c | 1967 | 4617869 4617871 |   33221    69612 | 2155021  585777 22629286    38.6 |    1604    1572.55  0.640 |   1.020 |    0    0    0    0 |(+ 0,- 0)
c | 1968 | 4619919 4619919 |   33221    69612 | 2155021  587825 22714557    38.6 |    3157    2391.67  0.649 |   1.320 |    0    0    0    0 |(+ 0,- 0)
c | 1969 | 4620431 4620432 |   33221    69612 | 2155021  588338 22733904    38.6 |     736    2830.77  0.697 |   0.260 |    0    0    0    0 |(+ 0,- 0)
c | 1970 | 4620944 4620945 |   33221    69612 | 2155021  588851 22754025    38.6 |     833    2313.89  0.616 |   0.360 |    0    0    0    0 |(+ 0,- 0)
c | 1971 | 4621969 4621974 |   33221    69612 | 2155021  589880 22790737    38.6 |    1433     918.59  0.718 |   1.560 |    0    0    0    0 |(+ 0,- 0)
c | 1972 | 4622486 4622486 |   33221    69612 | 2155021  590392 22808871    38.6 |     714    1878.95  0.717 |   0.380 |    0    0    0    0 |(+ 0,- 0)
c | 1973 | 4622998 4622998 |   33221    69612 | 2155021  590904 22827014    38.6 |     787    2623.33  0.651 |   0.300 |    0    0    0    0 |(+ 0,- 0)
c | 1974 | 4624022 4624023 |   33221    69612 | 2155021  591929 22864717    38.6 |    1419    1867.11  0.722 |   0.760 |    0    0    0    0 |(+ 0,- 0)
c | 1975 | 4626071 4626072 |   33221    69612 | 2155021  593978 22941578    38.6 |    2889    1952.03  0.709 |   1.480 |    0    0    0    0 |(+ 0,- 0)
c | 1976 | 4630168 4630171 |   33221    69612 | 2155021  598077 23082700    38.6 |    5711    1903.67  0.718 |   3.000 |    0    0    0    0 |(+ 0,- 0)
c | 1977 | 4638363 4638363 |   33221    69612 | 2155021  606269 23415917    38.6 |   12594    2106.02  0.650 |   5.980 |    0    0    0    0 |(+ 0,- 0)
c | 1978 | 4654747 4654748 |   33221    69612 | 2155021  622654 24060577    38.6 |   23804    2938.77  0.688 |   8.100 |    0    0    0    0 |(+ 0,- 0)
c | 1979 | 4655260 4655260 |   33221    69612 | 2155021  623166 24081485    38.6 |     780    2294.12  0.656 |   0.340 |    0    0    0    0 |(+ 0,- 0)
c | 1980 | 4655772 4655772 |   33221    69612 | 2155021  623678 24098161    38.6 |     814    2035.00  0.629 |   0.400 |    0    0    0    0 |(+ 0,- 0)
c | 1981 | 4656796 4656796 |   33221    69612 | 2155021  624702 24136371    38.6 |    1703    1773.96  0.601 |   0.960 |    0    0    0    0 |(+ 0,- 0)
c | 1982 | 4657308 4657308 |   33221    69612 | 2155021  625214 24159876    38.6 |     732    2152.94  0.699 |   0.340 |    0    0    0    0 |(+ 0,- 0)
c | 1983 | 4657820 4657822 |   33221    69612 | 2155021  625728 24180005    38.6 |     877    2307.89  0.586 |   0.380 |    0    0    0    0 |(+ 0,- 0)
c | 1984 | 4658846 4658847 |   33221    69612 | 2155021  626753 24227866    38.7 |    1565    1565.00  0.655 |   1.000 |    0    0    0    0 |(+ 0,- 0)
c | 1985 | 4660895 4660895 |   33221    69612 | 2155021  628801 24306783    38.7 |    2754    1207.89  0.744 |   2.280 |    0    0    0    0 |(+ 0,- 0)
c | 1986 | 4661407 4661407 |   33221    69612 | 2155021  629313 24324595    38.7 |     674    1021.21  0.760 |   0.660 |    0    0    0    0 |(+ 0,- 0)
c | 1987 | 4661919 4661920 |   33221    69612 | 2155021  629826 24338584    38.6 |     607     948.44  0.845 |   0.640 |    0    0    0    0 |(+ 0,- 0)
c | 1988 | 4662944 4662946 |   33221    69612 | 2155021  630852 24374478    38.6 |    1490    1354.55  0.689 |   1.100 |    0    0    0    0 |(+ 0,- 0)
c | 1989 | 4663458 4663458 |   33221    69612 | 2155021  631364 24396312    38.6 |     760    1461.54  0.674 |   0.520 |    0    0    0    0 |(+ 0,- 0)
c | 1990 | 4663970 4663972 |   33221    69612 | 2155021  631878 24417629    38.6 |     770    1480.77  0.668 |   0.520 |    0    0    0    0 |(+ 0,- 0)
c | 1991 | 4664996 4664997 |   33221    69612 | 2155021  632903 24455413    38.6 |    1308    1167.86  0.784 |   1.120 |    0    0    0    0 |(+ 0,- 0)
c | 1992 | 4667045 4667045 |   33221    69612 | 2155021  634951 24521289    38.6 |    2552    1215.24  0.803 |   2.100 |    0    0    0    0 |(+ 0,- 0)
c | 1993 | 4671141 4671141 |   33221    69612 | 2155021  639047 24661798    38.6 |    5700    1469.07  0.719 |   3.880 |    0    0    0    0 |(+ 0,- 0)
c | 1994 | 4671653 4671655 |   33221    69612 | 2155021  639561 24682354    38.6 |     709    3222.73  0.725 |   0.220 |    0    0    0    0 |(+ 0,- 0)
c | 1995 | 4672167 4672168 |   33221    69612 | 2155021  640074 24700580    38.6 |     735    2041.67  0.698 |   0.360 |    0    0    0    0 |(+ 0,- 0)
c | 1996 | 4673192 4673192 |   33221    69612 | 2155021  641098 24734666    38.6 |    1515    2443.55  0.676 |   0.620 |    0    0    0    0 |(+ 0,- 0)
c | 1997 | 4673704 4673704 |   33221    69612 | 2155021  641610 24755549    38.6 |     976    4436.36  0.525 |   0.220 |    0    0    0    0 |(+ 0,- 0)
c | 1998 | 4674216 4674216 |   33221    69612 | 2155021  642122 24775566    38.6 |    1035    4312.50  0.495 |   0.240 |    0    0    0    0 |(+ 0,- 0)
c | 1999 | 4675240 4675240 |   33221    69612 | 2155021  643146 24806550    38.6 |    1333    2150.00  0.768 |   0.620 |    0    0    0    0 |(+ 0,- 0)
c | 2000 | 4677288 4677290 |   33221    69612 | 2155021  645196 24884274    38.6 |    3076    3845.00  0.666 |   0.800 |    0    0    0    0 |(+ 0,- 0)
c | 2001 | 4677802 4677803 |   33221    69612 | 2155021  645709 24901954    38.6 |     788    3283.33  0.651 |   0.240 |    0    0    0    0 |(+ 0,- 0)
