c Rsat version 3.01
c Random seed = 91648253
c +----+-----------------+------------------+----------------------------------+---------------------------+---------+---------------------+
c | Re | Conflicts       | Original         | Learned                          | Decisions                 |  Time   | KB                  |
c | 3239 | 8670991 8670991 |   33221    69612 | 3232532 2535164 102341170    40.4 |     727     484.67  0.704 |   1.500 |    0    0    0    0 |(+ 0,- 0)
c | 3240 | 8672015 8672015 |   33221    69612 | 3232532 2536188 102377006    40.4 |    1284     284.07  0.798 |   4.520 |    0    0    0    0 |(+ 0,- 0)
c | 3241 | 8674063 8674064 |   33221    69612 | 3232532 2538237 102447182    40.4 |    2354     315.55  0.870 |   7.460 |    0    0    0    0 |(+ 0,- 0)
c | 3242 | 8678160 8678160 |   33221    69612 | 3232532 2542333 102598001    40.4 |    4859     335.57  0.843 |  14.480 |    0    0    0    0 |(+ 0,- 0)
c | 3243 | 8678672 8678673 |   33221    69612 | 3232532 2542846 102615453    40.4 |     629     413.82  0.816 |   1.520 |    0    0    0    0 |(+ 0,- 0)
c | 3244 | 8679185 8679185 |   33221    69612 | 3232532 2543358 102636246    40.4 |     739     543.38  0.693 |   1.360 |    0    0    0    0 |(+ 0,- 0)
c | 3245 | 8680209 8680212 |   33221    69612 | 3232532 2544385 102674666    40.4 |    1325     453.77  0.775 |   2.920 |    0    0    0    0 |(+ 0,- 0)
c | 3246 | 8680724 8680724 |   33221    69612 | 3232532 2544897 102693458    40.4 |     723     347.60  0.708 |   2.080 |    0    0    0    0 |(+ 0,- 0)
c | 3247 | 8681236 8681237 |   33221    69612 | 3232532 2545410 102716106    40.4 |     720     600.00  0.713 |   1.200 |    0    0    0    0 |(+ 0,- 0)
c | 3248 | 8682261 8682264 |   33221    69612 | 3232532 2546437 102763583    40.4 |    1293     489.77  0.794 |   2.640 |    0    0    0    0 |(+ 0,- 0)
c | 3249 | 8684312 8684312 |   33221    69612 | 3232532 2548485 102837110    40.4 |    2542     611.06  0.806 |   4.160 |    0    0    0    0 |(+ 0,- 0)
c | 3250 | 8684824 8684824 |   33221    69612 | 3232532 2548997 102853931    40.4 |     675     337.50  0.759 |   2.000 |    0    0    0    0 |(+ 0,- 0)
c | 3251 | 8685336 8685336 |   33221    69612 | 3232532 2549509 102875169    40.4 |     707     453.21  0.724 |   1.560 |    0    0    0    0 |(+ 0,- 0)
c | 3252 | 8686360 8686362 |   33221    69612 | 3232532 2550535 102911146    40.3 |    1390     411.24  0.738 |   3.380 |    0    0    0    0 |(+ 0,- 0)
c | 3253 | 8686874 8686875 |   33221    69612 | 3232532 2551048 102927419    40.3 |     675     397.06  0.760 |   1.700 |    0    0    0    0 |(+ 0,- 0)
c | 3254 | 8687387 8687387 |   33221    69612 | 3232532 2551560 102950114    40.3 |     693     488.03  0.739 |   1.420 |    0    0    0    0 |(+ 0,- 0)
c | 3255 | 8688411 8688411 |   33221    69612 | 3232532 2552584 102987067    40.3 |    1268     480.30  0.808 |   2.640 |    0    0    0    0 |(+ 0,- 0)
c | 3256 | 8690459 8690460 |   33221    69612 | 3232532 2554633 103061646    40.3 |    2367     270.82  0.866 |   8.740 |    0    0    0    0 |(+ 0,- 0)
c | 3257 | 8694556 8694557 |   33221    69612 | 3232532 2558730 103221285    40.3 |    4958     364.02  0.826 |  13.620 |    0    0    0    0 |(+ 0,- 0)
c | 3258 | 8702749 8702751 |   33221    69612 | 3232532 2566924 103579752    40.4 |   10723     485.64  0.764 |  22.080 |    0    0    0    0 |(+ 0,- 0)
c | 3259 | 8719135 8719135 |   33221    69612 | 3232532 2583308 104200532    40.3 |   20499     401.00  0.799 |  51.120 |    0    0    0    0 |(+ 0,- 0)
c | 3260 | 8719647 8719647 |   33221    69612 | 3232532 2583820 104220237    40.3 |     638     540.68  0.803 |   1.180 |    0    0    0    0 |(+ 0,- 0)
c | 3261 | 8720159 8720160 |   33221    69612 | 3232532 2584333 104237532    40.3 |     668     439.47  0.768 |   1.520 |    0    0    0    0 |(+ 0,- 0)
c | 3262 | 8721184 8721185 |   33221    69612 | 3232532 2585358 104268398    40.3 |    1292     439.46  0.793 |   2.940 |    0    0    0    0 |(+ 0,- 0)
c | 3263 | 8721697 8721699 |   33221    69612 | 3232532 2585872 104287248    40.3 |     628     356.82  0.818 |   1.760 |    0    0    0    0 |(+ 0,- 0)
c | 3264 | 8722211 8722215 |   33221    69612 | 3232532 2586388 104307117    40.3 |     651     346.28  0.793 |   1.880 |    0    0    0    0 |(+ 0,- 0)
c | 3265 | 8723239 8723240 |   33221    69612 | 3232532 2587413 104338273    40.3 |    1233     281.51  0.831 |   4.380 |    0    0    0    0 |(+ 0,- 0)
c | 3266 | 8725288 8725288 |   33221    69612 | 3232532 2589461 104418040    40.3 |    2653     356.59  0.772 |   7.440 |    0    0    0    0 |(+ 0,- 0)
c | 3267 | 8725800 8725801 |   33221    69612 | 3232532 2589974 104436236    40.3 |     647     330.10  0.793 |   1.960 |    0    0    0    0 |(+ 0,- 0)
c | 3268 | 8726313 8726313 |   33221    69612 | 3232532 2590486 104457118    40.3 |     689     387.08  0.743 |   1.780 |    0    0    0    0 |(+ 0,- 0)
c | 3269 | 8727337 8727337 |   33221    69612 | 3232532 2591510 104491703    40.3 |    1230     341.67  0.833 |   3.600 |    0    0    0    0 |(+ 0,- 0)
c | 3270 | 8727849 8727850 |   33221    69612 | 3232532 2592023 104512516    40.3 |     686     451.32  0.748 |   1.520 |    0    0    0    0 |(+ 0,- 0)
c | 3271 | 8728362 8728362 |   33221    69612 | 3232532 2592535 104533451    40.3 |     608     295.15  0.842 |   2.060 |    0    0    0    0 |(+ 0,- 0)
c | 3272 | 8729386 8729387 |   33221    69612 | 3232532 2593560 104569756    40.3 |    1354     320.85  0.757 |   4.220 |    0    0    0    0 |(+ 0,- 0)
c | 3273 | 8731435 8731439 |   33221    69612 | 3232532 2595612 104638211    40.3 |    2635     380.78  0.779 |   6.920 |    0    0    0    0 |(+ 0,- 0)
c | 3274 | 8735535 8735535 |   33221    69612 | 3232532 2599708 104789501    40.3 |    4872     301.49  0.841 |  16.160 |    0    0    0    0 |(+ 0,- 0)
c | 3275 | 8736047 8736051 |   33221    69612 | 3232532 2600224 104808226    40.3 |     783     346.46  0.659 |   2.260 |    0    0    0    0 |(+ 0,- 0)
c | 3276 | 8736563 8736563 |   33221    69612 | 3232532 2600736 104821952    40.3 |     637     328.35  0.804 |   1.940 |    0    0    0    0 |(+ 0,- 0)
c | 3277 | 8737587 8737588 |   33221    69612 | 3232532 2601761 104867254    40.3 |    1460     489.93  0.702 |   2.980 |    0    0    0    0 |(+ 0,- 0)
c | 3278 | 8738100 8738100 |   33221    69612 | 3232532 2602273 104885568    40.3 |     721     480.67  0.710 |   1.500 |    0    0    0    0 |(+ 0,- 0)
c | 3279 | 8738612 8738614 |   33221    69612 | 3232532 2602787 104909287    40.3 |     854     646.97  0.602 |   1.320 |    0    0    0    0 |(+ 0,- 0)
c | 3280 | 8739638 8739640 |   33221    69612 | 3232532 2603813 104943056    40.3 |    1350     562.50  0.760 |   2.400 |    0    0    0    0 |(+ 0,- 0)
c | 3281 | 8741688 8741688 |   33221    69612 | 3232532 2605861 105024956    40.3 |    2619     600.69  0.782 |   4.360 |    0    0    0    0 |(+ 0,- 0)
c | 3282 | 8742200 8742201 |   33221    69612 | 3232532 2606374 105042278    40.3 |     712     312.28  0.721 |   2.280 |    0    0    0    0 |(+ 0,- 0)
c | 3283 | 8742713 8742719 |   33221    69612 | 3232532 2606892 105064443    40.3 |     711     444.38  0.729 |   1.600 |    0    0    0    0 |(+ 0,- 0)
c | 3284 | 8743743 8743744 |   33221    69612 | 3232532 2607917 105103525    40.3 |    1405     394.66  0.730 |   3.560 |    0    0    0    0 |(+ 0,- 0)
c | 3285 | 8744256 8744260 |   33221    69612 | 3232532 2608433 105123832    40.3 |     680     357.89  0.759 |   1.900 |    0    0    0    0 |(+ 0,- 0)
c | 3286 | 8744772 8744772 |   33221    69612 | 3232532 2608945 105140360    40.3 |     635     473.88  0.806 |   1.340 |    0    0    0    0 |(+ 0,- 0)
c | 3287 | 8745796 8745796 |   33221    69612 | 3232532 2609969 105186565    40.3 |    1444     462.82  0.709 |   3.120 |    0    0    0    0 |(+ 0,- 0)
c | 3288 | 8747844 8747844 |   33221    69612 | 3232532 2612017 105254924    40.3 |    2537     453.04  0.807 |   5.600 |    0    0    0    0 |(+ 0,- 0)
c | 3289 | 8751940 8751942 |   33221    69612 | 3232532 2616115 105415856    40.3 |    5245     449.06  0.781 |  11.680 |    0    0    0    0 |(+ 0,- 0)
c | 3290 | 8760134 8760134 |   33221    69612 | 3232532 2624307 105727042    40.3 |   10357     536.08  0.791 |  19.320 |    0    0    0    0 |(+ 0,- 0)
c | 3291 | 8760646 8760646 |   33221    69612 | 3232532 2624819 105747949    40.3 |     720     734.69  0.711 |   0.980 |    0    0    0    0 |(+ 0,- 0)
c | 3292 | 8761158 8761160 |   33221    69612 | 3232532 2625333 105770992    40.3 |     791    1198.48  0.650 |   0.660 |    0    0    0    0 |(+ 0,- 0)
c | 3293 | 8762184 8762185 |   33221    69612 | 3232532 2626358 105815108    40.3 |    1449    1168.55  0.707 |   1.240 |    0    0    0    0 |(+ 0,- 0)
c | 3294 | 8762697 8762697 |   33221    69612 | 3232532 2626870 105832667    40.3 |     724     754.17  0.707 |   0.960 |    0    0    0    0 |(+ 0,- 0)
c | 3295 | 8763209 8763209 |   33221    69612 | 3232532 2627382 105849599    40.3 |     675     475.35  0.759 |   1.420 |    0    0    0    0 |(+ 0,- 0)
c | 3296 | 8764233 8764233 |   33221    69612 | 3232532 2628406 105883350    40.3 |    1289     372.54  0.794 |   3.460 |    0    0    0    0 |(+ 0,- 0)
c | 3297 | 8766281 8766281 |   33221    69612 | 3232532 2630454 105960934    40.3 |    2790     730.37  0.734 |   3.820 |    0    0    0    0 |(+ 0,- 0)
c | 3298 | 8766793 8766793 |   33221    69612 | 3232532 2630966 105982328    40.3 |     708     561.90  0.723 |   1.260 |    0    0    0    0 |(+ 0,- 0)
c | 3299 | 8767305 8767305 |   33221    69612 | 3232532 2631478 106001082    40.3 |     751     751.00  0.682 |   1.000 |    0    0    0    0 |(+ 0,- 0)
c | 3300 | 8768329 8768329 |   33221    69612 | 3232532 2632502 106037301    40.3 |    1335     525.59  0.767 |   2.540 |    0    0    0    0 |(+ 0,- 0)
c | 3301 | 8768841 8768841 |   33221    69612 | 3232532 2633014 106056587    40.3 |     713     604.24  0.718 |   1.180 |    0    0    0    0 |(+ 0,- 0)
c | 3302 | 8769353 8769354 |   33221    69612 | 3232532 2633527 106075838    40.3 |     633     458.70  0.810 |   1.380 |    0    0    0    0 |(+ 0,- 0)
c | 3303 | 8770378 8770381 |   33221    69612 | 3232532 2634554 106113863    40.3 |    1449     646.87  0.709 |   2.240 |    0    0    0    0 |(+ 0,- 0)
c | 3304 | 8772429 8772430 |   33221    69612 | 3232532 2636603 106186383    40.3 |    2498     589.15  0.820 |   4.240 |    0    0    0    0 |(+ 0,- 0)
c | 3305 | 8776526 8776527 |   33221    69612 | 3232532 2640700 106318306    40.3 |    5199     386.26  0.788 |  13.460 |    0    0    0    0 |(+ 0,- 0)
c | 3306 | 8777039 8777040 |   33221    69612 | 3232532 2641213 106334613    40.3 |     699     301.29  0.734 |   2.320 |    0    0    0    0 |(+ 0,- 0)
c | 3307 | 8777552 8777555 |   33221    69612 | 3232532 2641728 106350558    40.3 |     728     491.89  0.707 |   1.480 |    0    0    0    0 |(+ 0,- 0)
c | 3308 | 8778579 8778579 |   33221    69612 | 3232532 2642752 106394594    40.3 |    1325     385.17  0.773 |   3.440 |    0    0    0    0 |(+ 0,- 0)
c | 3309 | 8779091 8779091 |   33221    69612 | 3232532 2643264 106413678    40.3 |     604     258.12  0.848 |   2.340 |    0    0    0    0 |(+ 0,- 0)
c | 3310 | 8779603 8779603 |   33221    69612 | 3232532 2643776 106436284    40.3 |     677     412.80  0.756 |   1.640 |    0    0    0    0 |(+ 0,- 0)
c | 3311 | 8780627 8780628 |   33221    69612 | 3232532 2644801 106473932    40.3 |    1359     365.32  0.754 |   3.720 |    0    0    0    0 |(+ 0,- 0)
c | 3312 | 8782676 8782676 |   33221    69612 | 3232532 2646849 106550202    40.3 |    2567     353.58  0.798 |   7.260 |    0    0    0    0 |(+ 0,- 0)
c | 3313 | 8783188 8783190 |   33221    69612 | 3232532 2647363 106566801    40.3 |     672     409.76  0.765 |   1.640 |    0    0    0    0 |(+ 0,- 0)
c | 3314 | 8783702 8783703 |   33221    69612 | 3232532 2647876 106582351    40.3 |     629     370.00  0.816 |   1.700 |    0    0    0    0 |(+ 0,- 0)
c | 3315 | 8784727 8784729 |   33221    69612 | 3232532 2648902 106609246    40.2 |    1179     282.06  0.870 |   4.180 |    0    0    0    0 |(+ 0,- 0)
c | 3316 | 8785241 8785243 |   33221    69612 | 3232532 2649416 106626911    40.2 |     673     278.10  0.764 |   2.420 |    0    0    0    0 |(+ 0,- 0)
c | 3317 | 8785755 8785755 |   33221    69612 | 3232532 2649928 106644703    40.2 |     728     423.26  0.703 |   1.720 |    0    0    0    0 |(+ 0,- 0)
c | 3318 | 8786779 8786779 |   33221    69612 | 3232532 2650952 106688378    40.2 |    1370     518.94  0.747 |   2.640 |    0    0    0    0 |(+ 0,- 0)
c | 3319 | 8788827 8788828 |   33221    69612 | 3232532 2653001 106758913    40.2 |    2584     346.38  0.793 |   7.460 |    0    0    0    0 |(+ 0,- 0)
c | 3320 | 8792924 8792924 |   33221    69612 | 3232532 2657097 106906994    40.2 |    4926     314.56  0.832 |  15.660 |    0    0    0    0 |(+ 0,- 0)
c | 3321 | 8801116 8801116 |   33221    69612 | 3232532 2665289 107228534    40.2 |   10777     471.43  0.760 |  22.860 |    0    0    0    0 |(+ 0,- 0)
c | 3322 | 8817500 8817502 |   33221    69612 | 3232532 2681675 107912773    40.2 |   21205     601.05  0.773 |  35.280 |    0    0    0    0 |(+ 0,- 0)
c | 3323 | 8850270 8850270 |   33221    69612 | 3232532 2714443 109187661    40.2 |   41998     488.69  0.780 |  85.940 |    0    0    0    0 |(+ 0,- 0)
c | 3324 | 8915806 8915807 |   33221    69612 | 3232532 2779980 111898631    40.3 |   85217     466.69  0.769 | 182.600 |    0    0    0    0 |(+ 0,- 0)
c | 3325 | 8916319 8916319 |   33221    69612 | 3232532 2780492 111915848    40.3 |     663     372.47  0.772 |   1.780 |    0    0    0    0 |(+ 0,- 0)
c | 3326 | 8916831 8916832 |   33221    69612 | 3232532 2781005 111936330    40.3 |     811     579.29  0.633 |   1.400 |    0    0    0    0 |(+ 0,- 0)
c | 3327 | 8917856 8917858 |   33221    69612 | 3232532 2782031 111978031    40.3 |    1511     415.11  0.679 |   3.640 |    0    0    0    0 |(+ 0,- 0)
c | 3328 | 8918370 8918370 |   33221    69612 | 3232532 2782543 111996914    40.2 |     674     443.42  0.760 |   1.520 |    0    0    0    0 |(+ 0,- 0)
c | 3329 | 8918882 8918884 |   33221    69612 | 3232532 2783057 112018562    40.3 |     675     274.39  0.761 |   2.460 |    0    0    0    0 |(+ 0,- 0)
c | 3330 | 8919908 8919909 |   33221    69612 | 3232532 2784082 112070238    40.3 |    1431     511.07  0.716 |   2.800 |    0    0    0    0 |(+ 0,- 0)
c | 3331 | 8921957 8921957 |   33221    69612 | 3232532 2786130 112151113    40.3 |    2718     436.98  0.753 |   6.220 |    0    0    0    0 |(+ 0,- 0)
c | 3332 | 8922469 8922470 |   33221    69612 | 3232532 2786643 112171681    40.3 |     722     337.38  0.711 |   2.140 |    0    0    0    0 |(+ 0,- 0)
c | 3333 | 8922982 8922984 |   33221    69612 | 3232532 2787157 112197220    40.3 |     631     478.03  0.815 |   1.320 |    0    0    0    0 |(+ 0,- 0)
c | 3334 | 8924008 8924008 |   33221    69612 | 3232532 2788181 112232922    40.3 |    1280     395.06  0.800 |   3.240 |    0    0    0    0 |(+ 0,- 0)
c | 3335 | 8924520 8924520 |   33221    69612 | 3232532 2788693 112251597    40.3 |     746     369.31  0.686 |   2.020 |    0    0    0    0 |(+ 0,- 0)
c | 3336 | 8925032 8925032 |   33221    69612 | 3232532 2789205 112265971    40.3 |     578     215.67  0.886 |   2.680 |    0    0    0    0 |(+ 0,- 0)
c | 3337 | 8926056 8926056 |   33221    69612 | 3232532 2790229 112301986    40.2 |    1281     328.46  0.799 |   3.900 |    0    0    0    0 |(+ 0,- 0)
c | 3338 | 8928104 8928105 |   33221    69612 | 3232532 2792278 112387464    40.2 |    2592     353.13  0.791 |   7.340 |    0    0    0    0 |(+ 0,- 0)
c | 3339 | 8932201 8932201 |   33221    69612 | 3232532 2796374 112552832    40.2 |    5495     432.68  0.745 |  12.700 |    0    0    0    0 |(+ 0,- 0)
c | 3340 | 8932713 8932713 |   33221    69612 | 3232532 2796886 112568227    40.2 |     642     337.89  0.798 |   1.900 |    0    0    0    0 |(+ 0,- 0)
c | 3341 | 8933225 8933226 |   33221    69612 | 3232532 2797399 112589346    40.2 |     735     510.42  0.698 |   1.440 |    0    0    0    0 |(+ 0,- 0)
c | 3342 | 8934250 8934251 |   33221    69612 | 3232532 2798424 112628724    40.2 |    1386     537.21  0.740 |   2.580 |    0    0    0    0 |(+ 0,- 0)
c | 3343 | 8934763 8934764 |   33221    69612 | 3232532 2798937 112644073    40.2 |     662     321.36  0.775 |   2.060 |    0    0    0    0 |(+ 0,- 0)
c | 3344 | 8935276 8935276 |   33221    69612 | 3232532 2799449 112657899    40.2 |     604     282.24  0.848 |   2.140 |    0    0    0    0 |(+ 0,- 0)
c | 3345 | 8936300 8936300 |   33221    69612 | 3232532 2800473 112698435    40.2 |    1430     433.33  0.716 |   3.300 |    0    0    0    0 |(+ 0,- 0)
c | 3346 | 8938348 8938348 |   33221    69612 | 3232532 2802521 112786224    40.2 |    2535     404.95  0.808 |   6.260 |    0    0    0    0 |(+ 0,- 0)
c | 3347 | 8938860 8938860 |   33221    69612 | 3232532 2803033 112800776    40.2 |     578     262.73  0.886 |   2.200 |    0    0    0    0 |(+ 0,- 0)
c | 3348 | 8939372 8939372 |   33221    69612 | 3232532 2803545 112813270    40.2 |     621     374.10  0.824 |   1.660 |    0    0    0    0 |(+ 0,- 0)
c | 3349 | 8940396 8940396 |   33221    69612 | 3232532 2804569 112853182    40.2 |    1308     249.62  0.783 |   5.240 |    0    0    0    0 |(+ 0,- 0)
c | 3350 | 8940908 8940909 |   33221    69612 | 3232532 2805082 112878231    40.2 |     897     492.86  0.572 |   1.820 |    0    0    0    0 |(+ 0,- 0)
c | 3351 | 8941421 8941421 |   33221    69612 | 3232532 2805594 112902590    40.2 |     672     473.24  0.762 |   1.420 |    0    0    0    0 |(+ 0,- 0)
c | 3352 | 8942445 8942446 |   33221    69612 | 3232532 2806619 112940884    40.2 |    1503     578.08  0.682 |   2.600 |    0    0    0    0 |(+ 0,- 0)
c | 3353 | 8944494 8944494 |   33221    69612 | 3232532 2808667 113019073    40.2 |    2542     368.41  0.806 |   6.900 |    0    0    0    0 |(+ 0,- 0)
c | 3354 | 8948590 8948590 |   33221    69612 | 3232532 2812763 113165795    40.2 |    4924     374.16  0.832 |  13.160 |    0    0    0    0 |(+ 0,- 0)
c | 3355 | 8956782 8956782 |   33221    69612 | 3232532 2820955 113498110    40.2 |   10013     337.82  0.818 |  29.640 |    0    0    0    0 |(+ 0,- 0)
c | 3356 | 8957294 8957294 |   33221    69612 | 3232532 2821467 113515374    40.2 |     702     369.47  0.729 |   1.900 |    0    0    0    0 |(+ 0,- 0)
c | 3357 | 8957806 8957807 |   33221    69612 | 3232532 2821980 113532547    40.2 |     711     341.83  0.722 |   2.080 |    0    0    0    0 |(+ 0,- 0)
c | 3358 | 8958831 8958833 |   33221    69612 | 3232532 2823006 113568816    40.2 |    1348     449.33  0.761 |   3.000 |    0    0    0    0 |(+ 0,- 0)
c | 3359 | 8959345 8959345 |   33221    69612 | 3232532 2823518 113589436    40.2 |     771     475.93  0.664 |   1.620 |    0    0    0    0 |(+ 0,- 0)
c | 3360 | 8959857 8959859 |   33221    69612 | 3232532 2824032 113607291    40.2 |     669     267.60  0.768 |   2.500 |    0    0    0    0 |(+ 0,- 0)
c | 3361 | 8960883 8960885 |   33221    69612 | 3232532 2825058 113641916    40.2 |    1219     336.74  0.842 |   3.620 |    0    0    0    0 |(+ 0,- 0)
c | 3362 | 8962933 8962935 |   33221    69612 | 3232532 2827108 113723979    40.2 |    2532     272.84  0.810 |   9.280 |    0    0    0    0 |(+ 0,- 0)
c | 3363 | 8963447 8963450 |   33221    69612 | 3232532 2827623 113740961    40.2 |     688     435.44  0.749 |   1.580 |    0    0    0    0 |(+ 0,- 0)
c | 3364 | 8963962 8963966 |   33221    69612 | 3232532 2828139 113756731    40.2 |     630     208.61  0.819 |   3.020 |    0    0    0    0 |(+ 0,- 0)
c | 3365 | 8964990 8964991 |   33221    69612 | 3232532 2829164 113800331    40.2 |    1341     383.14  0.764 |   3.500 |    0    0    0    0 |(+ 0,- 0)
c | 3366 | 8965503 8965504 |   33221    69612 | 3232532 2829677 113820071    40.2 |     816     591.30  0.629 |   1.380 |    0    0    0    0 |(+ 0,- 0)
c | 3367 | 8966016 8966017 |   33221    69612 | 3232532 2830190 113837452    40.2 |     729     311.54  0.704 |   2.340 |    0    0    0    0 |(+ 0,- 0)
c | 3368 | 8967041 8967041 |   33221    69612 | 3232532 2831214 113873875    40.2 |    1343     366.94  0.762 |   3.660 |    0    0    0    0 |(+ 0,- 0)
c | 3369 | 8969089 8969089 |   33221    69612 | 3232532 2833262 113952362    40.2 |    2776     420.61  0.738 |   6.600 |    0    0    0    0 |(+ 0,- 0)
c | 3370 | 8973185 8973186 |   33221    69612 | 3232532 2837359 114095081    40.2 |    4833     284.96  0.848 |  16.960 |    0    0    0    0 |(+ 0,- 0)
c | 3371 | 8973698 8973700 |   33221    69612 | 3232532 2837873 114113492    40.2 |     646     468.12  0.796 |   1.380 |    0    0    0    0 |(+ 0,- 0)
c | 3372 | 8974212 8974213 |   33221    69612 | 3232532 2838386 114132209    40.2 |     681     395.93  0.753 |   1.720 |    0    0    0    0 |(+ 0,- 0)
c | 3373 | 8975237 8975237 |   33221    69612 | 3232532 2839410 114174097    40.2 |    1374     324.06  0.745 |   4.240 |    0    0    0    0 |(+ 0,- 0)
c | 3374 | 8975749 8975749 |   33221    69612 | 3232532 2839922 114198430    40.2 |     704     424.10  0.727 |   1.660 |    0    0    0    0 |(+ 0,- 0)
c | 3375 | 8976261 8976261 |   33221    69612 | 3232532 2840434 114217982    40.2 |     640     299.07  0.800 |   2.140 |    0    0    0    0 |(+ 0,- 0)
c | 3376 | 8977285 8977285 |   33221    69612 | 3232532 2841458 114251115    40.2 |    1253     441.20  0.817 |   2.840 |    0    0    0    0 |(+ 0,- 0)
c | 3377 | 8979333 8979333 |   33221    69612 | 3232532 2843506 114331767    40.2 |    2618     376.15  0.782 |   6.960 |    0    0    0    0 |(+ 0,- 0)
c | 3378 | 8979845 8979845 |   33221    69612 | 3232532 2844018 114352459    40.2 |     719     374.48  0.712 |   1.920 |    0    0    0    0 |(+ 0,- 0)
c | 3379 | 8980357 8980357 |   33221    69612 | 3232532 2844530 114367501    40.2 |     621     393.04  0.824 |   1.580 |    0    0    0    0 |(+ 0,- 0)
c | 3380 | 8981381 8981381 |   33221    69612 | 3232532 2845554 114413203    40.2 |    1253     453.99  0.817 |   2.760 |    0    0    0    0 |(+ 0,- 0)
c | 3381 | 8981893 8981895 |   33221    69612 | 3232532 2846068 114432493    40.2 |     786     893.18  0.654 |   0.880 |    0    0    0    0 |(+ 0,- 0)
c | 3382 | 8982407 8982407 |   33221    69612 | 3232532 2846580 114450103    40.2 |     699     572.95  0.732 |   1.220 |    0    0    0    0 |(+ 0,- 0)
c | 3383 | 8983431 8983434 |   33221    69612 | 3232532 2847607 114491705    40.2 |    1340     446.67  0.766 |   3.000 |    0    0    0    0 |(+ 0,- 0)
c | 3384 | 8985482 8985482 |   33221    69612 | 3232532 2849655 114571261    40.2 |    2579     488.45  0.794 |   5.280 |    0    0    0    0 |(+ 0,- 0)
c | 3385 | 8989578 8989579 |   33221    69612 | 3232532 2853752 114735481    40.2 |    5591     514.83  0.733 |  10.860 |    0    0    0    0 |(+ 0,- 0)
c | 3386 | 8997771 8997773 |   33221    69612 | 3232532 2861946 115035642    40.2 |    9893     351.81  0.828 |  28.120 |    0    0    0    0 |(+ 0,- 0)
c | 3387 | 9014157 9014157 |   33221    69612 | 3232532 2878330 115740600    40.2 |   20802     379.32  0.788 |  54.840 |    0    0    0    0 |(+ 0,- 0)
c | 3388 | 9014669 9014670 |   33221    69612 | 3232532 2878843 115762701    40.2 |     638     431.08  0.804 |   1.480 |    0    0    0    0 |(+ 0,- 0)
c | 3389 | 9015182 9015182 |   33221    69612 | 3232532 2879355 115780483    40.2 |     622     265.81  0.823 |   2.340 |    0    0    0    0 |(+ 0,- 0)
c | 3390 | 9016206 9016207 |   33221    69612 | 3232532 2880380 115824705    40.2 |    1366     477.62  0.750 |   2.860 |    0    0    0    0 |(+ 0,- 0)
c | 3391 | 9016719 9016719 |   33221    69612 | 3232532 2880892 115839213    40.2 |     646     398.77  0.793 |   1.620 |    0    0    0    0 |(+ 0,- 0)
c | 3392 | 9017231 9017232 |   33221    69612 | 3232532 2881405 115860001    40.2 |     672     353.68  0.763 |   1.900 |    0    0    0    0 |(+ 0,- 0)
c | 3393 | 9018256 9018257 |   33221    69612 | 3232532 2882430 115902413    40.2 |    1508     448.81  0.680 |   3.360 |    0    0    0    0 |(+ 0,- 0)
c | 3394 | 9020305 9020306 |   33221    69612 | 3232532 2884479 115976863    40.2 |    2724     292.90  0.752 |   9.300 |    0    0    0    0 |(+ 0,- 0)
c | 3395 | 9020818 9020819 |   33221    69612 | 3232532 2884992 116001119    40.2 |     784     350.00  0.654 |   2.240 |    0    0    0    0 |(+ 0,- 0)
c | 3396 | 9021331 9021333 |   33221    69612 | 3232532 2885506 116022423    40.2 |     675     237.68  0.761 |   2.840 |    0    0    0    0 |(+ 0,- 0)
c | 3397 | 9022357 9022357 |   33221    69612 | 3232532 2886530 116074401    40.2 |    1309     448.29  0.782 |   2.920 |    0    0    0    0 |(+ 0,- 0)
c | 3398 | 9022869 9022870 |   33221    69612 | 3232532 2887043 116098825    40.2 |     709     562.70  0.724 |   1.260 |    0    0    0    0 |(+ 0,- 0)
c | 3399 | 9023382 9023382 |   33221    69612 | 3232532 2887555 116117687    40.2 |     693     350.00  0.739 |   1.980 |    0    0    0    0 |(+ 0,- 0)
c | 3400 | 9024406 9024409 |   33221    69612 | 3232532 2888582 116146293    40.2 |    1211     310.51  0.848 |   3.900 |    0    0    0    0 |(+ 0,- 0)
c | 3401 | 9026457 9026458 |   33221    69612 | 3232532 2890631 116233549    40.2 |    2496     290.23  0.821 |   8.600 |    0    0    0    0 |(+ 0,- 0)
c | 3402 | 9030554 9030555 |   33221    69612 | 3232532 2894728 116379693    40.2 |    5212     483.49  0.786 |  10.780 |    0    0    0    0 |(+ 0,- 0)
c | 3403 | 9031067 9031068 |   33221    69612 | 3232532 2895241 116400408    40.2 |     753     672.32  0.681 |   1.120 |    0    0    0    0 |(+ 0,- 0)
c | 3404 | 9031580 9031580 |   33221    69612 | 3232532 2895753 116420837    40.2 |     728     587.10  0.703 |   1.240 |    0    0    0    0 |(+ 0,- 0)
c | 3405 | 9032604 9032604 |   33221    69612 | 3232532 2896777 116467424    40.2 |    1521     717.45  0.673 |   2.120 |    0    0    0    0 |(+ 0,- 0)
c | 3406 | 9033116 9033116 |   33221    69612 | 3232532 2897289 116487019    40.2 |     776    1337.93  0.660 |   0.580 |    0    0    0    0 |(+ 0,- 0)
